发布日期,省,市,区,物资需求机构,捐赠地址,公告标题,N95口罩,医用外科口罩,一次性医用口罩,防护服,一次性医用帽,护目镜,防冲击眼罩,防护面罩,医用一次性乳胶手套,一次性手术衣,84消毒液,医用酒精,联系人/联系方式,来源网址,来源网站,是否政府网站
2020-01-27,湖北省,襄阳市,襄城区,襄城区慈善会,襄城区慈善会,襄城区慈善会接受爱心捐赠公告,1,1,1,1,,1,1,1,,,,,白小梅:13886266680  周金:15697103297,"=HYPERLINK(""http://www.xfxc.gov.cn/news/xcyw/jrxc/202001/t20200128_2018677.html"")",襄城区人民政府,是
2020-01-27,湖北省,襄阳市,樊城区,襄阳市樊城区新型冠状病毒感染的肺炎防控指挥部,襄阳市樊城区织工街23号樊城区民政局,襄阳市樊城区新型冠状病毒感染的肺炎防控指挥部关于接受社会爱心捐赠的公告,1,1,,1,1,1,,1,,,1,,李丽:15997250608,"=HYPERLINK(""http://www.fc.gov.cn/gk/xxgkml/gsgg/202001/t20200131_2020222.html"")",樊城区人民政府,是
2020-01-27,湖北省,襄阳市,枣阳市,枣阳市红十字会,枣阳市红十字会,枣阳市红十字会接受爱心捐赠的公告,1,1,,1,1,1,,1,,,1,,毛东林:13871755216,"=HYPERLINK(""http://www.zylz.gov.cn/a/zhongdianguanzhu/2020/0128/9667.html"")",中共湖北省枣阳市廉政网|枣阳纪委|枣阳市监察委员会,是
2020-01-27,湖北省,荆州市,,荆州开发区新型冠状病毒感染的肺炎防控指挥部通告（第2号）,荆州开发区新型冠状病毒感染的肺炎防控指挥部通告（第2号）,公示公告 - 荆州经济技术开发区,,,,,,,,,,,,,大力:15027166867,"=HYPERLINK(""http://www.jing-zhou.gov.cn/xxgk/xxgkml/gsgg/202001/t20200128_452177.shtml"")",荆州经济技术开发区,是
2020-01-27,湖北省,武汉市,新洲区,新洲区新冠肺炎防控指挥部,新洲区卫生健康局（新洲区衡州大道34号）,新洲区接受社会爱心捐赠公告,1,1,,1,1,1,,1,,,1,,朱军丽:18971386128  陶文:13907150137,"=HYPERLINK(""http://www.whxinzhou.gov.cn/whxz/view-e250e99b215f478a8f23a88266104190-014f09d600584989b787f891b4ccfeca.html"")",新洲区政府门户网站,是
2020-01-27,浙江省,温州市,平阳县,平阳县精神文明建设指导中心,平阳县精神文明建设指导中心,平阳县新型冠状病毒感染肺炎疫情防控工作志愿服务招募公告,,,,1,,1,,,,,,,温杨特:15706795575,"=HYPERLINK(""http://www.zjpy.gov.cn/art/2020/1/28/art_1256718_41859400.html"")",平阳县政府门户网站,是
2020-01-27,浙江省,杭州市,西湖区,防控指挥部,杭州市西湖区紫荆花路48号南都研发大楼东楼618室、617室,众志成城！西湖区接受社会捐赠公告,1,,,1,1,1,,1,1,,,,0571-5811980、0571-5811981、0571-5811990、0571-8799788,"=HYPERLINK(""http://www.hzxh.gov.cn/art/2020/1/28/art_1177932_41859494.html"")",杭州市西湖区政府,是
2020-01-27,浙江省,杭州市,,疫情防控工作领导小组办公室,疫情防控工作领导小组办公室,杭州市关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,,,1,1,1,,1,1,,,,陈翔:18857127233  吴程粟:13515813513,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5658509"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-27,河南省,商丘市,,商丘市红十字会,商丘市长江东路378号（市残联院内）,“抗击新型冠状病毒感染的肺炎疫情”募捐倡议书 -- 商丘市红十字会-商丘市粮食和物资储备局,1,1,,1,,1,,1,,,1,,许建勇:18537073039  季宏昌:13703706541,"=HYPERLINK(""http://sgxw.shangqiu.gov.cn/Item/58715.aspx"")",商丘市工业和信息化委员会-网站首页,是
2020-01-27,河南省,商丘市,,商丘市红十字会,商丘市长江东路378号（市残联院内）,“抗击新型冠状病毒感染的肺炎疫情”募捐倡议书  -- 商丘市红十字会   _通知公告_新闻中心_民权政府网站,1,1,,1,,1,,1,,,1,,许建勇:18537073039  季宏昌:13703706541,"=HYPERLINK(""http://www.minquan.gov.cn/xwzx/tzgg/content_18763"")",民权政府网站,是
2020-01-27,河南省,商丘市,,商丘市红十字会,商丘市长江东路378号（市残联院内）,“抗击新型冠状病毒感染的肺炎疫情”募捐倡议书-商丘市政府网,1,1,,1,,1,,1,,,1,,许建勇:18537073039  季宏昌:13703706541,"=HYPERLINK(""http://www.shangqiu.gov.cn/Item/58714.aspx"")",商丘市政府网,是
2020-01-27,河南省,信阳市,,肺炎疫情防控工作指挥部,信阳市羊山新区规划展示馆南门老干部活动中心403房间,信阳市新型冠状病毒感染的肺炎疫情防控指挥部接受社会捐赠公告,1,1,1,1,,1,,1,,,,,0376-2122230、0376-2793661、0376-3119307、0376-3389817、0376-4942627、0376-5852213、0376-6365216、0376-6767998、0376-7752359、0376-7921575、0376-8873458,"=HYPERLINK(""http://www.xyysxq.gov.cn/3g/show.asp?m=1&d=4482"")",河南信阳·羊山新区,是
2020-01-27,河北省,廊坊市,霸州市,霸州市红十字会,霸州市金康东道228号（霸州市卫健局325房间）,霸州市红十字会关于抗击新型肺炎疫情接收社会捐赠的公告,1,1,,1,,1,,1,,,1,,韩更新:13785602168  王枫:13031488879,"=HYPERLINK(""http://www.bazhou.gov.cn/xwzx/bzdt/content_14007"")",霸州市人民政府_霸州市政府门户网站,是
2020-01-27,河北省,廊坊市,三河市,三河市红十字会,三河市泃阳西大街122号（原三河市物价局四层西侧）,三河市红十字会关于抗击新型肺炎疫情接收社会捐赠的公告,1,1,,1,,1,,1,,,1,,崔乐群:13613369595  邵虎明:18032632167,"=HYPERLINK(""http://www.san-he.gov.cn/content/detail?id=14858"")",三河市人民政府,是
2020-01-27,江西省,新余市,,新余市人民医院,新余市人民医院医学装备部,新余市人民医院接受社会捐赠公告,1,1,1,1,,,,1,,,1,,0790-6651040,"=HYPERLINK(""http://news.haiwainet.cn/n/2020/0128/c3542210-31706639.html"")",资讯 -  - 海外网,否
2020-01-27,江西省,抚州市,崇仁县,崇仁县红十字会,崇仁县卫生健康委员会办公大楼2楼（崇仁县红十字会）,崇仁县红十字会接受社会捐赠的公告,1,1,,1,1,1,,1,,,1,,宜，请:13879422407  先生）:13979444106,"=HYPERLINK(""http://www.jxcr.gov.cn/art/2020/1/28/art_8703_3311720.html"")",崇仁县人民政府,是
2020-01-27,江西省,抚州市,,抚州市慈善总会,抚州市慈善总会,抚州市人民政府 工作动态 “慈心善行•抗击疫情”抚州市慈善总会疫情防控慈善募捐倡议书,1,,,1,,1,,1,,,,,黄云:13870439036  刘志勇:13970427137,"=HYPERLINK(""http://www.jxfz.gov.cn/art/2020/1/28/art_3826_3311694.html"")",抚州市人民政府,是
2020-01-27,江西省,宜春市,铜鼓县,铜鼓县人民医院,铜鼓县定江东路528号,铜鼓县人民医院接受社会捐赠公告,1,1,,1,,1,,1,,,,,张主任:13507054941,"=HYPERLINK(""http://www.tonggu.gov.cn/news-show-21582.html"")",铜鼓县人民政府,是
2020-01-27,江西省,宜春市,袁州区,,,袁州区人民政府_乡镇部门动态,1,,,1,,1,,1,,,,,龙金兰:13979529051,"=HYPERLINK(""http://www.yzq.gov.cn/news-show-13008.html"")",袁州区人民政府,是
2020-01-27,江西省,宜春市,袁州区,,,袁州区人民政府_社会救助,1,,,1,,1,,1,,,,,龙金兰:13979529051,"=HYPERLINK(""http://www.yzq.gov.cn/news-show-13007.html"")",袁州区人民政府,是
2020-01-27,江西省,宜春市,,宜春市慈善总会,宜春市慈善总会,关于接收防治新型冠状病毒感染的肺炎捐赠款物的公告,1,,,1,,1,,1,,,,,胡玲:13507956650,"=HYPERLINK(""http://www.yichun.gov.cn/news-show-582072.html"")",欢迎光临宜春市人民政府门户网站,是
2020-01-27,江西省,南昌市,湾里区,湾里区红十字会,湾里区红十字会,湾里区红十字会接受社会捐赠的公告,1,1,,1,1,1,,1,,,1,,宜，可:13707918343,"=HYPERLINK(""https://share.nctvcloud.com/folder353/folder367/2020-01-27/FFkmMdLPFlNChNMP.html?site_id=8"")",share.nctvcloud.com,否
2020-01-27,江西省,九江市,浔阳区,九江市浔阳区红十字会,九江市浔阳区长虹大道66号,if('九江市浔阳区红十字会接受社会捐赠公告,1,,1,1,1,1,,1,1,,1,,杨先生:15879218706,"=HYPERLINK(""http://www.xunyang.gov.cn/document/2020-01-27/134734_0.html"")",中国浔阳网欢迎您！,是
2020-01-27,江西省,上饶市,万年县,万年县慈善总会,万年县慈善总会,​关于开展应对新型冠状病毒感染的肺炎疫情捐赠活动的公告_万年县人民政府,,,,,,,,,,,,,唐怀玉:18970386870  吴维春:18970386698  陈佳:15879310883,"=HYPERLINK(""http://www.zgwn.gov.cn/wnzx/tzgg/104611.html"")",万年县人民政府,是
2020-01-27,江苏省,,,江苏省民政厅,hbcf027-87433333,欢迎访问中国社会组织公共服务平台,1,,,1,,1,,1,,,,,汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://www.chinanpo.gov.cn/1944/123560/index.html"")",欢迎访问中国社会组织公共服务平台,是
2020-01-27,江苏省,,,江苏省民政厅,hbcf027-87433333,江苏民政网 通知公告 江苏省民政厅关于动员社会组织、慈善力量依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告,1,,,1,,1,,1,,,,,汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://mzt.jiangsu.gov.cn/art/2020/1/27/art_55002_8956661.html"")",江苏民政网,是
2020-01-27,广西壮族自治区,南宁市,,南宁市第四人民医院,南宁市第四人民医院,紧急|南宁市第四人民医院接受新型冠状病毒感染的肺炎疫情防控物资爱心捐赠公告,1,1,1,1,,1,1,1,,,,,彭认平:18077103198  燕潇:18077103298,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5680681"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-27,广东省,深圳市,罗湖区,深圳市民政局,深圳市罗湖区人民北路2210号,深圳民政在线,1,1,,1,1,,,1,,,,,谢宏:13430588320  林子文:15814069071,"=HYPERLINK(""http://mzj.sz.gov.cn/cn/xxgk_mz/zwywen/202001/t20200128_18992790.htm"")",深圳市民政在线,是
2020-01-27,广东省,江门市,恩平市,恩平海外联谊会,恩平海外联谊会,通知公告 - 江门恩平市人民政府门户网站,1,1,1,1,,,1,1,1,,,,手机:13809602832、13929090787,"=HYPERLINK(""http://www.enping.gov.cn/zxdt/tzgg/content/post_1969585.html"")",首页 - 江门恩平市人民政府门户网站,是
2020-01-27,山东省,菏泽市,,菏泽市民政局,菏泽市民政局,菏泽市人民政府 回应关切 菏泽市民政局关于动员社会组织依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告,1,,,1,,1,,1,,,,,0530-5387100,"=HYPERLINK(""http://www.heze.gov.cn/art/2020/1/27/art_108052_8758878.html?xxgkhide=1"")",菏泽市人民政府,是
2020-01-27,安徽省,黄山市,黄山区,黄山区红十字会,黄山区红十字会,黄山区红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,,1,,0559-8500991,"=HYPERLINK(""http://www.hsq.gov.cn/News/show/8778329.html"")",黄山市黄山区人民政府,是
2020-01-27,安徽省,黄山市,休宁县,休宁县红十字会,休宁县红十字会,休宁县红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,,1,,尹勇:18955910693,"=HYPERLINK(""http://www.xnxx.gov.cn/html/gggs/gggs_1658_30367.html"")",休宁信息新闻网,是
2020-01-27,安徽省,马鞍山市,含山县,含山县红十字会,含山县红十字会,含山县红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,,1,,0555-4335012,"=HYPERLINK(""http://hsx.ahxf.gov.cn/TZGG/31508.shtml"")",含山先锋网,是
2020-01-27,安徽省,马鞍山市,,马鞍山市归国华侨联合会,马鞍山市归国华侨联合会,马鞍山市侨联关于号召海内外侨胞为打赢“新型冠状病毒感染的肺炎”防疫阻击战奉献爱心的倡议书_马鞍山市人民政府,1,1,,1,,1,,1,,,,,请徐菁:13886026767  请王玲:13995597170  骆钢强:13297963117  金会）:13501360665  侨联）:13627289890  王琦:18955507987  丁胜利:18955562646  张国强:18655527550  于天明:18955586550  李明珠:13965602303  张煜:18705550226,"=HYPERLINK(""http://www.mas.gov.cn/4697379/10058220.html"")",马鞍山市人民政府,是
2020-01-27,安徽省,阜阳市,颍泉区,颍泉区红十字会,阜阳市颍泉区界首路99号颍泉区红十字会,颍泉区红十字会接收社会捐赠公告,1,1,,1,,1,,1,,,1,,0558-2702267、0558-2702281,"=HYPERLINK(""http://yqq.ahxf.gov.cn/info/7/8/5626.html"")",颍泉先锋网,是
2020-01-27,安徽省,滁州市,来安县,来安县红十字会,来安县高新技术创业服务中心12楼,来安县红十字会接受社会爱心捐赠公告,1,1,,1,1,1,,1,,,1,,崔建:15155003654,"=HYPERLINK(""http://www.laian.gov.cn/DocHtml/1/20/01/00155383.html"")",来安县人民政府,是
2020-01-27,安徽省,滁州市,凤阳县,凤阳县红十字会,凤阳县卫健委二楼（宜文路）,凤阳县红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,,1,,0550-6739210,"=HYPERLINK(""http://fengyang.gov.cn/content/detail/5e2eb57a45d8d41c07b34d52.html"")",凤阳县人民政府,是
2020-01-27,安徽省,亳州市,涡阳县,涡阳县红十字会,涡阳县红十字会,涡阳县红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,,1,,邓蓓蓓:18956768199  杨小宝:13856706408,"=HYPERLINK(""http://www.gy.gov.cn/News/show/370500.html"")",涡阳县人民政府,是
2020-01-27,宁夏回族自治区,银川市,,银川市红十字会,银川市红十字会,银川市红十字会接收社会捐赠公告,1,1,,1,,1,,1,,,,,化小零:13995183332  张乐:15719595902,"=HYPERLINK(""http://www.ycxixia.gov.cn/zxdt/mrdt/202001/t20200127_1934104.html"")",银川市西夏区人民政府,是
2020-01-27,四川省,雅安市,雨城区,雅安市疾病预防控制中心,四川省雅安市雨城区大兴新区芳草路9号,四川省雅安市疾病预防控制中心接受社会捐赠公告,1,1,,1,,,,,,,,,邹老师:15181209132,"=HYPERLINK(""http://www.yaan.gov.cn/gongkai/show/20200128114457-28150-00-000.html"")",雅安市人民政府,是
2020-01-27,四川省,德阳市,,德阳市第二人民医院,四川省德阳市岷江西路一段340号,德阳市第二人民医院 接受社会捐赠（或应急采购）公告-四川新闻网-德阳频道,,,,,,,,,,,,,何老师:18980108751  袁老师:18981083860,"=HYPERLINK(""http://dy.newssc.org/system/20200129/002842618.html"")",提示,否
2020-01-27,四川省,广安市,邻水县,邻水县疾病预防控制中心,邻水县鼎屏镇万兴大道学府路116号邻水县疾病预防控制中心,邻水县疾病预防控制中心关于接受社会捐赠的公告,1,1,,1,,1,,1,,,,,廖老师:18728658618  王老师:13547526783,"=HYPERLINK(""http://www.scls.gov.cn/lsxrmzf/gsgg/2020-01/27/content_61262e34e1a142ed901e8085aa1481cb.shtml"")",邻水县人民政府,是
2020-01-27,四川省,广安市,,广安市前锋区人民医院,广安市前锋区永前大道中段317号(前锋区人民医院)总务科,前锋区人民医院接受社会捐赠公告,1,1,,1,,1,,1,,,,,杨老师:13568387799,"=HYPERLINK(""http://www.qf.gov.cn/qfqrmzf/c100381/2020-01/28/content_26100a7729284a65affa011dbb0c1cf3.shtml"")",前锋区人民政府,是
2020-01-27,北京市,北京市,朝阳区,首都医科大学附属北京安贞医院,北京市朝阳区安贞路2号,首都医科大学附属北京安贞医院接受社会捐赠公告,1,1,,1,,1,,1,,,,,骆老师:13370103522  彭老师:13811500525  吕老师:18910778669,"=HYPERLINK(""https://china.huanqiu.com/article/9CaKrnKp5bQ"")",china.huanqiu.com,否
2020-01-27,北京市,北京市,朝阳区,中国中医科学院望京医院,北京市朝阳区望京中环南路6号,望京医院接受社会捐赠公告,1,1,,1,,1,,1,,,,,王向军:13581931745,"=HYPERLINK(""http://wjhospital.com.cn/Html/News/Articles/1503.html"")",首页-中国中医科学院望京医院,否
2020-01-27,云南省,迪庆藏族自治州,,迪庆藏族自治州红十字会,二,迪庆藏族自治州红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,蒋志娟:13988748776  增扎西:13988736650  李涛:13508879970  余丽南:13988718333,"=HYPERLINK(""http://www.shxq03.com/xwzx/2020-01/29/content_360190.htm"")",幸运飞艇稳赢计划群,否
2020-01-27,云南省,昭通市,,昭通市红十字会,昭通市红十字会,昭通市红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,0870-2120628,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5679350"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-27,云南省,德宏傣族景颇族自治州,瑞丽市,德宏州红十字会,瑞丽市红十字会(德宏州瑞丽市新建路2号政府大楼一楼113室),德宏州红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,0692-3013015、0692-4128389、0692-6161246、0692-7176137,"=HYPERLINK(""http://hszh.dh.gov.cn/Web/Detail.aspx?id=10662"")",德宏州红十字会,是
2020-01-27,云南省,大理白族自治州,鹤庆县,大理州红十字会,鹤庆县红十字会（鹤庆县云鹤镇鹤阳西路30号）,大理州红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,0872-3074480、0872-3125673、0872-4524316、0872-5520435、0872-6303672、0872-7147256、0872-7524067、0872-8712126,"=HYPERLINK(""http://www.yangbi.gov.cn/ybyz/c102199/202001/4ca4b2a9d56145099ee990e4856d346a.shtml"")",漾濞彝族自治县人民政府,是
2020-01-27,,,,西双版纳州红十字会,西双版纳州红十字会,西双版纳红十字会发布关于防控新冠肺炎疫情接受捐赠的公告,1,1,1,1,,1,1,1,,,1,,玉光:15887799688,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5691522"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-27,,,,西双版纳州红十字会,西双版纳州红十字会,西双版纳州红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,玉光:15887799688,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5673491"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-26,福建省,莆田市,秀屿区,莆田市秀屿区红十字会,莆田市秀屿区红十字会,"秀屿区红十字会向各界爱心力量发出倡议_
			部门动态_
			莆田市秀屿区人民政府",1,1,,1,1,1,,1,,,1,,手机号:13860916051、15260992269,"=HYPERLINK(""http://www.ptxy.gov.cn/zwgk/gzdt/bmhd/202001/t20200127_1443007.htm"")",莆田市秀屿区人民政府,是
2020-01-26,湖北省,黄石市,大冶市,大冶市新型冠状病毒感染的肺炎疫情防控工作指挥部,大冶市新型冠状病毒肺炎防控工作指挥部（原质监局办公楼一楼）,关于接受社会爱心捐赠的公告,1,,,1,,,,,,,1,1,林龙:18986588029  曹丽珍:13907230930  周杰:19971212090  刘洪涛:18934676581  杨建雄:18671415020  邓卫国:13545490999,"=HYPERLINK(""http://www.huangshi.gov.cn/xwdt/rdgz/202001/t20200126_597550.html"")",黄石市人民政府,是
2020-01-26,湖北省,黄石市,,黄石市红十字会,黄石市桂林南路10号,黄石市人民政府-黄石市红十字会接受捐赠通告,,,,,,,,,,,,,李名钊:13872128806  黄德池:15826950157,"=HYPERLINK(""http://www.huangshi.gov.cn/xwdt/rdgz/202001/t20200126_597390.html"")",黄石市人民政府,是
2020-01-26,湖北省,黄冈市,黄州区,黄州区新型冠状病毒感染的肺炎防控指挥部,黄州区新型冠状病毒感染的肺炎防控指挥部,黄州区新型冠状病毒感染的肺炎防控指挥部公告-今日黄州-黄州区人民政府门户网站,,,,,,,,,,,,,柳爱莲:13971705152  熊思琪:15571389062,"=HYPERLINK(""http://wsw.huangzhou.gov.cn/doc/2020/01/26/82620.shtml"")",黄州区人民政府门户网站,是
2020-01-26,湖北省,黄冈市,,黄冈师范学院新冠肺炎疫情防控应急工作领导小组,湖北省黄冈市开发区新港二路,【黄师抗疫】黄冈师范学院关于接受抗击新型肺炎爱心捐赠的通告,1,1,1,1,,1,,,,,,,赵老师:13593680395  程老师:15971393708,"=HYPERLINK(""http://www.hgnu.edu.cn/2020/0126/c1112a55886/page.htm"")",黄冈师范学院,否
2020-01-26,湖北省,随州市,随县,随县人民医院,湖北省随州市随县幸福大道南端,湖北随州市随县人民医院接受爱心捐赠公告,1,1,,1,,1,1,1,,,,,宫文格:18727966047,"=HYPERLINK(""http://www.zgsuixian.gov.cn/a/zhengfuwenjian/2020/0126/43615.html"")",随县人民政府门户网站,是
2020-01-26,湖北省,随州市,随县,随县疾病预防控制中心,随州市随县新政府八一路,湖北省随州市随县疾病预防控制中心接受爱心捐赠公告,1,1,,1,,1,,1,,,1,,卢晓斌:13597847551,"=HYPERLINK(""http://www.zgsuixian.gov.cn/a/zhengfuwenjian/2020/0126/43616.html"")",随县人民政府门户网站,是
2020-01-26,湖北省,随州市,随县,随县红十字会,随县红十字会,随县红十字会接受爱心捐赠公告,1,1,,1,,1,,,1,,,,张明才:13308663956  张先兵:15871252288,"=HYPERLINK(""http://www.zgsuixian.gov.cn/a/zhengfuwenjian/2020/0126/43614.html"")",随县人民政府门户网站,是
2020-01-26,湖北省,随州市,随县,随县中医医院,随县中医医院,湖北省随州市随县中医医院接受爱心捐赠公告,1,1,,1,,1,1,1,,,,,杨光平:15308668456,"=HYPERLINK(""http://www.zgsuixian.gov.cn/a/zhengfuwenjian/2020/0126/43617.html"")",随县人民政府门户网站,是
2020-01-26,湖北省,襄阳市,谷城县,谷城县红十字会,谷城县城关镇东宁路2号（县卫健局大门左侧）,谷城县红十字会接受社会捐赠的公告,1,1,,1,1,1,,1,,,1,,吴兴可:18872599387,"=HYPERLINK(""http://www.hbgucheng.gov.cn/xwzx/gsgg/202001/t20200126_2017859.shtml"")",谷城县人民政府,是
2020-01-26,湖北省,襄阳市,谷城县,谷城县慈善会,湖北省襄阳市谷城县城关镇筑阳路11号,谷城县慈善会接受爱心捐赠公告,1,1,1,1,,1,1,1,,,,,周艳丽:13871673933,"=HYPERLINK(""http://gc.xiangyang.gov.cn/xwzx/gsgg/202001/t20200126_2017748.shtml"")",谷城县人民政府,是
2020-01-26,湖北省,襄阳市,樊城区,信息化手段为疫情防控提供精准数据,襄阳市樊城区松鹤路28号,航空工业襄阳（364）医院接受爱心捐赠公告,1,1,,1,,1,,1,,,1,,张俊涛:18071787130  师炎:15971006577,"=HYPERLINK(""http://www.cannews.com.cn/2020/0131/207968.shtml"")",中国航空新闻网_航空行业第一新闻门户_CANNEWS,否
2020-01-26,湖北省,荆州市,,荆州市慈善总会,荆州市慈善总会,荆州市慈善总会关于接受社会捐助、共同抗击疫情的公告—荆州社会—荆州新闻网,,,,1,,,,,,,,,彭先民:13797408004  叶盛楠:15827797799,"=HYPERLINK(""http://news.jznews.com.cn/system/2020/01/31/011980730.shtml"")",新闻中心,否
2020-01-26,湖北省,武汉市,,中华医学会,中国湖北省武汉市解放大道1095号后勤处器材科,中国华文教育基金会、中华医学会关于接受海外物资捐赠联合公告,1,1,,1,,1,,,,,,,微信号:13611229998、13911028623、15210074829、18610145100  请徐菁:13886026767  请王玲:13995597170  烨科长:18986220711  陈力玲:13871196586,"=HYPERLINK(""http://www.chinanpo.gov.cn/1944/123553/index.html"")",欢迎访问中国社会组织公共服务平台,是
2020-01-26,湖北省,武汉市,,（五）武汉市红十字会,hbydf027,内蒙古自治区政府门户网站 部委防控要闻 民政部关于动员慈善力量依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告,1,,,1,,1,,1,,,,,汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://www.nmg.gov.cn/art/2020/1/26/art_6561_296865.html"")",内蒙古自治区政府门户网站,是
2020-01-26,湖北省,武汉市,,（五）武汉市红十字会,hbydf027,"民政部关于动员慈善力量依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告_
            新闻动态_
            福建省民政厅",1,,,1,,1,,1,,,,,汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://mzt.fujian.gov.cn/xxgk/jggk/cszz/mgj/gzdt/202001/t20200128_5186725.htm"")",提示,是
2020-01-26,湖北省,武汉市,,（五）武汉市红十字会,hbydf027,民政部关于动员慈善力量依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告-太原市民政局网站,1,,,1,,1,,1,,,,,汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://mzj.taiyuan.gov.cn/doc/2020/01/28/954221.shtml"")",太原市民政局网站,是
2020-01-26,湖北省,武汉市,,中华医学会,中国湖北省武汉市解放大道1095号后勤处器材科,华教基金会、中华医学会接受海外物资捐赠联合公告,1,1,,1,,1,,,,,,,微信号:13611229998、13911028623、15210074829、18610145100  请徐菁:13886026767  请王玲:13995597170  烨科长:18986220711  陈力玲:13871196586,"=HYPERLINK(""http://www.chinaqw.com/m/gg/2020/01-26/244151.shtml"")",中国侨网,否
2020-01-26,湖北省,恩施土家族苗族自治州,恩施市,恩施市红十字会,湖北省恩施市航空路236号市红十字会办公室,恩施市红十字会接受捐赠通告,,,,,,,,,,,,,覃亦雯:18986866366,"=HYPERLINK(""https://www.hbenshi.com.cn/html/zgxdw/pc/agsgg30/20200126/1906866.html"")",www.hbenshi.com.cn,否
2020-01-26,湖北省,宜昌市,秭归县,秭归县红十字会,湖北省秭归县茅坪镇长宁大道10号,秭归县红十字会接受社会爱心捐赠公告,1,1,1,1,,,1,1,,,,,王国训:18972539456  宋勇:18771858516,"=HYPERLINK(""http://www.zigui.gov.cn/2020/0126/818704.shtml"")",三峡秭归,是
2020-01-26,湖北省,宜昌市,枝江市,枝江市红十字会,枝江市马家店街道团结路20号,枝江市红十字会接受爱心捐赠公告,,,,,,,,,,,,,吕龙:13886658934,"=HYPERLINK(""http://www.zgzhijiang.gov.cn/content-93-569150-1.html"")",枝江市人民政府,是
2020-01-26,湖北省,宜昌市,夷陵区,宜昌市夷陵区红十字会,宜昌市夷陵区双虹路5号,夷陵区红十字会接受社会爱心捐赠公告,1,1,1,1,,1,,1,,1,,,史丹丹:13507208696,"=HYPERLINK(""http://www.10.gov.cn/content-638-528105-1.html"")",宜昌市夷陵区人民政府,是
2020-01-26,湖北省,咸宁市,通山县,通山县人民医院,湖北省通山县通羊镇滨河路16号,通山县人民医院接受社会爱心捐赠公告,1,1,1,1,,1,1,1,,,,,财务科:18671511425,"=HYPERLINK(""http://www.tongshan.gov.cn/zc/xxgkml/gggs/202001/t20200128_1922734.shtml"")",通山县人民政府门户网站,是
2020-01-26,湖北省,咸宁市,咸安区,咸安区新型冠状病毒感染的肺炎防控指挥部,咸安区新型冠状病毒感染的肺炎防控指挥部,咸安区政府-咸安区新型冠状病毒感染的肺炎防控指挥部通告 第5号,,,,,,,,,,,,,陈建:18971807495  陈晖:18986611988  保障）:18986611988,"=HYPERLINK(""http://www.xianan.gov.cn/xxgk/xxgkml/tzgg/202001/t20200126_1922145.shtml"")",咸安区政府,是
2020-01-26,湖北省,十堰市,房县,房县新型冠状病毒感染的肺炎疫情防控指挥部,房县新型冠状病毒感染的肺炎疫情防控指挥部,房县新型冠状病毒感染的肺炎疫情防控指挥部通告(第6号)-房县政府网,,,,,,,,,,,,,杨兴:13636143978,"=HYPERLINK(""http://www.fangxian.gov.cn/xwzx_31730/fxyw_31731/202001/t20200126_1937235.shtml"")",房县政府网,是
